t,feet,ft/s,slip,ft/s/s,amps/10,Vm,20130924_2231 Kro=10.0 Krv= 0.0 Kf=0.9 Vspec=12.0 Tspec=343.4 Wspec= 5310 Ispec=133.0 Rcom=0.013 Vbat=12.70 Rone=0.002 n=4 G=12.75 r=3.0 M=150 uk=0.70 us=1.00
0,0,0,1,20.376836,17.01098,10.403518,http://www.chiefdelphi.com/media/papers/2868
0.001,0.00001,0.020377,1,20.376836,17.01098,10.403518,
0.002,0.000041,0.040754,1,20.376836,17.01098,10.403518,
0.003,0.000092,0.061131,1,20.376836,17.01098,10.403518,
0.004,0.000163,0.081507,1,20.376836,17.01098,10.403518,
0.005,0.000255,0.101884,1,20.376836,17.01098,10.403518,
0.006,0.000367,0.122261,1,20.376836,17.01098,10.403518,
0.007,0.000499,0.142638,1,20.376836,17.01098,10.403518,
0.008,0.000652,0.163015,1,20.376836,17.01098,10.403518,
0.009,0.000825,0.183392,1,20.376836,17.01098,10.403518,
0.01,0.001019,0.203768,1,20.376836,17.01098,10.403518,
0.011,0.001233,0.224145,1,20.376836,17.01098,10.403518,
0.012,0.001467,0.244522,1,20.376836,17.01098,10.403518,
0.013,0.001722,0.264899,1,20.376836,17.01098,10.403518,
0.014,0.001997,0.285276,1,20.376836,17.01098,10.403518,
0.015,0.002292,0.305653,1,20.376836,17.01098,10.403518,
0.016,0.002608,0.326029,1,20.376836,17.01098,10.403518,
0.017,0.002944,0.346406,1,20.376836,17.01098,10.403518,
0.018,0.003301,0.366783,1,20.376836,17.01098,10.403518,
0.019,0.003678,0.38716,1,20.376836,17.01098,10.403518,
0.02,0.004075,0.407537,1,20.376836,17.01098,10.403518,
0.021,0.004493,0.427914,1,20.376836,17.01098,10.403518,
0.022,0.004931,0.44829,1,20.376836,17.01098,10.403518,
0.023,0.00539,0.468667,1,20.376836,17.01098,10.403518,
0.024,0.005869,0.489044,1,20.376836,17.01098,10.403518,
0.025,0.006368,0.509421,1,20.376836,17.01098,10.403518,
0.026,0.006887,0.529798,1,20.376836,17.01098,10.403518,
0.027,0.007427,0.550175,1,20.376836,17.01098,10.403518,
0.028,0.007988,0.570551,1,20.376836,17.01098,10.403518,
0.029,0.008568,0.590928,1,20.376836,17.01098,10.403518,
0.03,0.00917,0.611305,1,20.376836,17.01098,10.403518,
0.031,0.009791,0.631682,1,20.376836,17.01098,10.403518,
0.032,0.010433,0.652059,1,20.376836,17.01098,10.403518,
0.033,0.011095,0.672436,1,20.376836,17.01098,10.403518,
0.034,0.011778,0.692812,1,20.376836,17.01098,10.403518,
0.035,0.012481,0.713189,1,20.376836,17.01098,10.403518,
0.036,0.013204,0.733566,1,20.376836,17.01098,10.403518,
0.037,0.013948,0.753943,1,20.376836,17.01098,10.403518,
0.038,0.014712,0.77432,1,20.376836,17.01098,10.403518,
0.039,0.015497,0.794697,1,20.376836,17.01098,10.403518,
0.04,0.016301,0.815073,1,20.376836,17.01098,10.403518,
0.041,0.017127,0.83545,1,20.376836,17.01098,10.403518,
0.042,0.017972,0.855827,1,20.376836,17.01098,10.403518,
0.043,0.018838,0.876204,1,20.376836,17.01098,10.403518,
0.044,0.019725,0.896581,1,20.376836,17.01098,10.403518,
0.045,0.020632,0.916958,1,20.376836,17.01098,10.403518,
0.046,0.021559,0.937334,1,20.376836,17.01098,10.403518,
0.047,0.022506,0.957711,1,20.376836,17.01098,10.403518,
0.048,0.023474,0.978088,1,20.376836,17.01098,10.403518,
0.049,0.024462,0.998465,1,20.376836,17.01098,10.403518,
0.05,0.025471,1.018842,1,20.376836,17.01098,10.403518,
0.051,0.0265,1.039219,1,20.376836,17.01098,10.403518,
0.052,0.027549,1.059595,1,20.376836,17.01098,10.403518,
0.053,0.028619,1.079972,1,20.376836,17.01098,10.403518,
0.054,0.029709,1.100349,1,20.376836,17.01098,10.403518,
0.055,0.03082,1.120726,1,20.376836,17.01098,10.403518,
0.056,0.031951,1.141103,1,20.376836,17.01098,10.403518,
0.057,0.033102,1.16148,1,20.376836,17.01098,10.403518,
0.058,0.034274,1.181856,1,20.376836,17.01098,10.403518,
0.059,0.035466,1.202233,1,20.376836,17.01098,10.403518,
0.06,0.036678,1.22261,1,20.376836,17.01098,10.403518,
0.061,0.037911,1.242987,1,20.376836,17.01098,10.403518,
0.062,0.039164,1.263364,1,20.376836,17.01098,10.403518,
0.063,0.040438,1.283741,1,20.376836,17.01098,10.403518,
0.064,0.041732,1.304117,1,20.376836,17.01098,10.403518,
0.065,0.043046,1.324494,1,20.376836,17.01098,10.403518,
0.066,0.044381,1.344871,1,20.376836,17.01098,10.403518,
0.067,0.045736,1.365248,1,20.376836,17.01098,10.403518,
0.068,0.047111,1.385625,1,20.376836,17.01098,10.403518,
0.069,0.048507,1.406002,1,20.376836,17.01098,10.403518,
0.07,0.049923,1.426379,1,20.376836,17.01098,10.403518,
0.071,0.05136,1.446755,1,20.376836,17.01098,10.403518,
0.072,0.052817,1.467132,1,20.376836,17.01098,10.403518,
0.073,0.054294,1.487509,1,20.376836,17.01098,10.403518,
0.074,0.055792,1.507886,1,20.376836,17.01098,10.403518,
0.075,0.05731,1.528263,1,20.376836,17.01098,10.403518,
0.076,0.058848,1.54864,1,20.376836,17.01098,10.403518,
0.077,0.060407,1.569016,1,20.376836,17.01098,10.403518,
0.078,0.061986,1.589393,1,20.376836,17.01098,10.403518,
0.079,0.063586,1.60977,1,20.376836,17.01098,10.403518,
0.08,0.065206,1.630147,1,20.376836,17.01098,10.403518,
0.081,0.066846,1.650524,1,20.376836,17.01098,10.403518,
0.082,0.068507,1.670901,1,20.376836,17.01098,10.403518,
0.083,0.070188,1.691277,1,20.376836,17.01098,10.403518,
0.084,0.071889,1.711654,1,20.376836,17.01098,10.403518,
0.085,0.073611,1.732031,1,20.376836,17.01098,10.403518,
0.086,0.075354,1.752408,1,20.376836,17.01098,10.403518,
0.087,0.077116,1.772785,1,20.376836,17.01098,10.403518,
0.088,0.078899,1.793162,1,20.376836,17.01098,10.403518,
0.089,0.080702,1.813538,1,20.376836,17.01098,10.403518,
0.09,0.082526,1.833915,1,20.376836,17.01098,10.403518,
0.091,0.08437,1.854292,1,20.376836,17.01098,10.403518,
0.092,0.086235,1.874669,1,20.376836,17.01098,10.403518,
0.093,0.08812,1.895046,1,20.376836,17.01098,10.403518,
0.094,0.090025,1.915423,1,20.376836,17.01098,10.403518,
0.095,0.09195,1.935799,1,20.376836,17.01098,10.403518,
0.096,0.093896,1.956176,1,20.376836,17.01098,10.403518,
0.097,0.095863,1.976553,1,20.376836,17.01098,10.403518,
0.098,0.09785,1.99693,1,20.376836,17.01098,10.403518,
0.099,0.099857,2.017307,1,20.376836,17.01098,10.403518,
0.1,0.101884,2.037684,1,20.376836,17.01098,10.403518,
0.101,0.103932,2.05806,1,20.376836,17.01098,10.403518,
0.102,0.106,2.078437,1,20.376836,17.01098,10.403518,
0.103,0.108089,2.098814,1,20.376836,17.01098,10.403518,
0.104,0.110198,2.119191,1,20.376836,17.01098,10.403518,
0.105,0.112327,2.139568,1,20.376836,17.01098,10.403518,
0.106,0.114477,2.159945,1,20.376836,17.01098,10.403518,
0.107,0.116647,2.180321,1,20.376836,17.01098,10.403518,
0.108,0.118838,2.200698,1,20.376836,17.01098,10.403518,
0.109,0.121049,2.221075,1,20.376836,17.01098,10.403518,
0.11,0.12328,2.241452,1,20.376836,17.01098,10.403518,
0.111,0.125531,2.261829,1,20.376836,17.01098,10.403518,
0.112,0.127804,2.282206,1,20.376836,17.01098,10.403518,
0.113,0.130096,2.302582,1,20.376836,17.01098,10.403518,
0.114,0.132409,2.322959,1,20.376836,17.01098,10.403518,
0.115,0.134742,2.343336,1,20.376836,17.01098,10.403518,
0.116,0.137095,2.363713,1,20.376836,17.01098,10.403518,
0.117,0.139469,2.38409,1,20.376836,17.01098,10.403518,
0.118,0.141864,2.404467,1,20.376836,17.01098,10.403518,
0.119,0.144278,2.424843,1,20.376836,17.01098,10.403518,
0.12,0.146713,2.44522,1,20.376836,17.01098,10.403518,
0.121,0.149169,2.465597,1,20.376836,17.01098,10.403518,
0.122,0.151644,2.485974,1,20.376836,17.01098,10.403518,
0.123,0.154141,2.506351,1,20.376836,17.01098,10.403518,
0.124,0.156657,2.526728,1,20.376836,17.01098,10.403518,
0.125,0.159194,2.547104,1,20.376836,17.01098,10.403518,
0.126,0.161751,2.567481,1,20.376836,17.01098,10.403518,
0.127,0.164329,2.587858,1,20.376836,17.01098,10.403518,
0.128,0.166927,2.608235,1,20.376836,17.01098,10.403518,
0.129,0.169545,2.628612,1,20.376836,17.01098,10.403518,
0.13,0.172184,2.648989,1,20.376836,17.01098,10.403518,
0.131,0.174843,2.669366,1,20.376836,17.01098,10.403518,
0.132,0.177523,2.689742,1,20.376836,17.01098,10.403518,
0.133,0.180223,2.710119,1,20.376836,17.01098,10.403518,
0.134,0.182943,2.730496,1,20.376836,17.01098,10.403518,
0.135,0.185684,2.750873,1,20.376836,17.01098,10.403518,
0.136,0.188445,2.77125,1,20.376836,17.01098,10.403518,
0.137,0.191226,2.791627,1,20.376836,17.01098,10.403518,
0.138,0.194028,2.812003,1,20.376836,17.01098,10.403518,
0.139,0.19685,2.83238,1,20.376836,17.01098,10.403518,
0.14,0.199693,2.852757,1,20.376836,17.01098,10.403518,
0.141,0.202556,2.873134,1,20.376836,17.01098,10.403518,
0.142,0.205439,2.893511,1,20.376836,17.01098,10.403518,
0.143,0.208343,2.913888,1,20.376836,17.01098,10.403518,
0.144,0.211267,2.934264,1,20.376836,17.01098,10.403518,
0.145,0.214211,2.954641,1,20.376836,17.01098,10.403518,
0.146,0.217176,2.975018,1,20.376836,17.01098,10.403518,
0.147,0.220162,2.995395,1,20.376836,17.01098,10.403518,
0.148,0.223167,3.015772,1,20.376836,17.01098,10.403518,
0.149,0.226193,3.036149,1,20.376836,17.01098,10.403518,
0.15,0.229239,3.056525,1,20.376836,17.01098,10.403518,
0.151,0.232306,3.076902,1,20.376836,17.01098,10.403518,
0.152,0.235393,3.097279,1,20.376836,17.01098,10.403518,
0.153,0.238501,3.117656,1,20.376836,17.01098,10.403518,
0.154,0.241629,3.138033,1,20.376836,17.01098,10.403518,
0.155,0.244777,3.15841,1,20.376836,17.01098,10.403518,
0.156,0.247945,3.178786,1,20.376836,17.01098,10.403518,
0.157,0.251134,3.199163,1,20.376836,17.01098,10.403518,
0.158,0.254344,3.21954,1,20.376836,17.01098,10.403518,
0.159,0.257573,3.239917,1,20.376836,17.01098,10.403518,
0.16,0.260823,3.260294,1,20.376836,17.01098,10.403518,
0.161,0.264094,3.280671,1,20.376836,17.01098,10.403518,
0.162,0.267385,3.301047,1,20.376836,17.01098,10.403518,
0.163,0.270696,3.321424,1,20.376836,17.01098,10.403518,
0.164,0.274028,3.341801,1,20.376836,17.01098,10.403518,
0.165,0.27738,3.362178,1,20.376836,17.01098,10.403518,
0.166,0.280752,3.382555,1,20.376836,17.01098,10.403518,
0.167,0.284145,3.402932,1,20.376836,17.01098,10.403518,
0.168,0.287558,3.423308,1,20.376836,17.01098,10.403518,
0.169,0.290991,3.443685,1,20.376836,17.01098,10.403518,
0.17,0.294445,3.464062,1,20.376836,17.01098,10.403518,
0.171,0.29792,3.484439,1,20.376836,17.01098,10.403518,
0.172,0.301414,3.504816,1,20.376836,17.01098,10.403518,
0.173,0.304929,3.525193,1,20.376836,17.01098,10.403518,
0.174,0.308465,3.545569,1,20.376836,17.01098,10.403518,
0.175,0.31202,3.565946,1,20.376836,17.01098,10.403518,
0.176,0.315596,3.586323,1,20.376836,17.01098,10.403518,
0.177,0.319193,3.6067,1,20.376836,17.01098,10.403518,
0.178,0.32281,3.627077,1,20.376836,17.01098,10.403518,
0.179,0.326447,3.647454,1,20.376836,17.01098,10.403518,
0.18,0.330105,3.66783,1,20.376836,17.01098,10.403518,
0.181,0.333783,3.688207,1,20.376836,17.01098,10.403518,
0.182,0.337481,3.708584,1,20.376836,17.01098,10.403518,
0.183,0.3412,3.728961,1,20.376836,17.01098,10.403518,
0.184,0.344939,3.749338,1,20.376836,17.01098,10.403518,
0.185,0.348699,3.769715,1,20.376836,17.01098,10.403518,
0.186,0.352479,3.790091,1,20.376836,17.01098,10.403518,
0.187,0.356279,3.810468,1,20.376836,17.01098,10.403518,
0.188,0.360099,3.830845,1,20.376836,17.01098,10.403518,
0.189,0.36394,3.851222,1,20.376836,17.01098,10.403518,
0.19,0.367802,3.871599,1,20.376836,17.01098,10.403518,
0.191,0.371684,3.891976,1,20.376836,17.01098,10.403518,
0.192,0.375586,3.912352,1,20.376836,17.01098,10.403518,
0.193,0.379508,3.932729,1,20.376836,17.01098,10.403518,
0.194,0.383451,3.953106,1,20.376836,17.01098,10.403518,
0.195,0.387415,3.973483,1,20.376836,17.01098,10.403518,
0.196,0.391398,3.99386,1,20.376836,17.01098,10.403518,
0.197,0.395402,4.014237,1,20.376836,17.01098,10.403518,
0.198,0.399427,4.034614,1,20.376836,17.01098,10.403518,
0.199,0.403472,4.05499,1,20.376836,17.01098,10.403518,
0.2,0.407537,4.075367,1,20.376836,17.01098,10.403518,
0.201,0.411622,4.095744,1,20.376836,17.01098,10.403518,
0.202,0.415728,4.116121,1,20.376836,17.01098,10.403518,
0.203,0.419855,4.136498,1,20.376836,17.01098,10.403518,
0.204,0.424001,4.156875,1,20.376836,17.01098,10.403518,
0.205,0.428168,4.177251,1,20.376836,17.01098,10.403518,
0.206,0.432356,4.197628,1,20.376836,17.01098,10.403518,
0.207,0.436564,4.218005,1,20.376836,17.01098,10.403518,
0.208,0.440792,4.238382,1,20.376836,17.01098,10.403518,
0.209,0.44504,4.258759,1,20.376836,17.01098,10.403518,
0.21,0.449309,4.279136,1,20.376836,17.01098,10.403518,
0.211,0.453599,4.299512,1,20.376836,17.01098,10.403518,
0.212,0.457908,4.319889,1,20.376836,17.01098,10.403518,
0.213,0.462238,4.340266,1,20.376836,17.01098,10.403518,
0.214,0.466589,4.360643,1,20.376836,17.01098,10.403518,
0.215,0.47096,4.38102,1,20.376836,17.01098,10.403518,
0.216,0.475351,4.401397,1,20.376836,17.01098,10.403518,
0.217,0.479762,4.421773,1,20.376836,17.01098,10.403518,
0.218,0.484194,4.44215,1,20.376836,17.01098,10.403518,
0.219,0.488647,4.462527,1,20.376836,17.01098,10.403518,
0.22,0.493119,4.482904,1,20.376836,17.01098,10.403518,
0.221,0.497613,4.503281,1,20.376836,17.01098,10.403518,
0.222,0.502126,4.523658,1,20.376836,17.01098,10.403518,
0.223,0.50666,4.544034,1,20.376836,17.01098,10.403518,
0.224,0.511214,4.564411,1,20.376836,17.01098,10.403518,
0.225,0.515789,4.584788,1,20.376836,17.01098,10.403518,
0.226,0.520384,4.605165,1,20.376836,17.01098,10.403518,
0.227,0.524999,4.625542,1,20.376836,17.01098,10.403518,
0.228,0.529635,4.645919,1,20.376836,17.01098,10.403518,
0.229,0.534291,4.666295,1,20.376836,17.01098,10.403518,
0.23,0.538967,4.686672,1,20.376836,17.01098,10.403518,
0.231,0.543664,4.707049,1,20.376836,17.01098,10.403518,
0.232,0.548381,4.727426,1,20.376836,17.01098,10.403518,
0.233,0.553119,4.747803,1,20.376836,17.01098,10.403518,
0.234,0.557877,4.76818,1,20.376836,17.01098,10.403518,
0.235,0.562655,4.788556,1,20.376836,17.01098,10.403518,
0.236,0.567454,4.808933,1,20.376836,17.01098,10.403518,
0.237,0.572273,4.82931,1,20.376836,17.01098,10.403518,
0.238,0.577113,4.849687,1,20.376836,17.01098,10.403518,
0.239,0.581973,4.870064,1,20.376836,17.01098,10.403518,
0.24,0.586853,4.890441,1,20.376836,17.01098,10.403518,
0.241,0.591754,4.910817,1,20.376836,17.01098,10.403518,
0.242,0.596675,4.931194,1,20.376836,17.01098,10.403518,
0.243,0.601616,4.951571,1,20.376836,17.01098,10.403518,
0.244,0.606578,4.971948,1,20.376836,17.01098,10.403518,
0.245,0.61156,4.992325,1,20.376836,17.01098,10.403518,
0.246,0.616562,5.012702,1,20.376836,17.01098,10.403518,
0.247,0.621585,5.033078,1,20.376836,17.01098,10.403518,
0.248,0.626628,5.053455,1,20.376836,17.01098,10.403518,
0.249,0.631692,5.073832,1,20.376836,17.01098,10.403518,
0.25,0.636776,5.094209,1,20.376836,17.01098,10.403518,
0.251,0.641881,5.114586,1,20.376836,17.01098,10.403518,
0.252,0.647005,5.134963,1,20.376836,17.01098,10.403518,
0.253,0.65215,5.155339,1,20.376836,17.01098,10.403518,
0.254,0.657316,5.175716,1,20.376836,17.01098,10.403518,
0.255,0.662502,5.196093,1,20.376836,17.01098,10.403518,
0.256,0.667708,5.21647,1,20.376836,17.01098,10.403518,
0.257,0.672935,5.236847,1,20.376836,17.01098,10.403518,
0.258,0.678182,5.257224,1,20.376836,17.01098,10.403518,
0.259,0.683449,5.277601,1,20.376836,17.01098,10.403518,
0.26,0.688737,5.297977,1,20.376836,17.01098,10.403518,
0.261,0.694045,5.318354,1,20.376836,17.01098,10.403518,
0.262,0.699374,5.338731,1,20.376836,17.01098,10.403518,
0.263,0.704723,5.359108,1,20.376836,17.01098,10.403518,
0.264,0.710092,5.379485,1,20.376836,17.01098,10.403518,
0.265,0.715482,5.399862,1,20.376836,17.01098,10.403518,
0.266,0.720892,5.420238,1,20.376836,17.01098,10.403518,
0.267,0.726322,5.440615,1,20.376836,17.01098,10.403518,
0.268,0.731773,5.460992,1,20.376836,17.01098,10.403518,
0.269,0.737244,5.481369,1,20.376836,17.01098,10.403518,
0.27,0.742736,5.501746,1,20.376836,17.01098,10.403518,
0.271,0.748248,5.522123,1,20.376836,17.01098,10.403518,
0.272,0.75378,5.542499,1,20.376836,17.01098,10.403518,
0.273,0.759333,5.562876,1,20.376836,17.01098,10.403518,
0.274,0.764906,5.583253,1,20.376836,17.01098,10.403518,
0.275,0.770499,5.60363,1,20.376836,17.01098,10.403518,
0.276,0.776113,5.624007,1,20.376836,17.01098,10.403518,
0.277,0.781747,5.644384,1,20.376836,17.01098,10.403518,
0.278,0.787402,5.66476,1,20.376836,17.01098,10.403518,
0.279,0.793077,5.685137,1,20.376836,17.01098,10.403518,
0.28,0.798772,5.705514,1,20.376836,17.01098,10.403518,
0.281,0.804488,5.725891,1,20.376836,17.01098,10.403518,
0.282,0.810224,5.746268,1,20.376836,17.01098,10.403518,
0.283,0.81598,5.766645,1,20.376836,17.01098,10.403518,
0.284,0.821757,5.787021,1,20.376836,17.01098,10.403518,
0.285,0.827554,5.807398,1,20.376836,17.01098,10.403518,
0.286,0.833372,5.827775,1,20.376836,17.01098,10.403518,
0.287,0.83921,5.848152,1,20.376836,17.01098,10.403518,
0.288,0.845068,5.868529,1,20.376836,17.01098,10.403518,
0.289,0.850947,5.888906,1,20.376836,17.01098,10.403518,
0.29,0.856846,5.909282,1,20.376836,17.01098,10.403518,
0.291,0.862765,5.929659,1,20.376836,17.01098,10.403518,
0.292,0.868705,5.950036,1,20.376836,17.01098,10.403518,
0.293,0.874665,5.970405,0,20.360041,16.998294,10.40523,
0.294,0.880646,5.990723,0,20.277926,16.936272,10.413603,
0.295,0.886647,6.01096,0,20.196143,16.8745,10.421942,
0.296,0.892668,6.031116,0,20.114689,16.812977,10.430248,
0.297,0.898709,6.05119,0,20.033564,16.751702,10.43852,
0.298,0.90477,6.071183,0,19.952766,16.690675,10.446759,
0.299,0.910851,6.091095,0,19.872294,16.629893,10.454964,
0.3,0.916952,6.110927,0,19.792147,16.569357,10.463137,
0.301,0.923073,6.13068,0,19.712322,16.509064,10.471276,
0.302,0.929214,6.150352,0,19.63282,16.449015,10.479383,
0.303,0.935374,6.169945,0,19.553638,16.389208,10.487457,
0.304,0.941554,6.189459,0,19.474776,16.329642,10.495498,
0.305,0.947753,6.208895,0,19.396232,16.270317,10.503507,
0.306,0.953971,6.228252,0,19.318004,16.211231,10.511484,
0.307,0.960209,6.247531,0,19.240092,16.152383,10.519428,
0.308,0.966466,6.266732,0,19.162495,16.093772,10.527341,
0.309,0.972743,6.285856,0,19.08521,16.035398,10.535221,
0.31,0.979038,6.304902,0,19.008237,15.977259,10.54307,
0.311,0.985352,6.323872,0,18.931574,15.919355,10.550887,
0.312,0.991686,6.342766,0,18.855221,15.861684,10.558673,
0.313,0.998038,6.361583,0,18.779175,15.804246,10.566427,
0.314,1.004409,6.380324,0,18.703436,15.74704,10.57415,
0.315,1.010799,6.39899,0,18.628003,15.690064,10.581841,
0.316,1.017207,6.41758,0,18.552874,15.633318,10.589502,
0.317,1.023634,6.436095,0,18.478048,15.576801,10.597132,
0.318,1.030079,6.454536,0,18.403523,15.520511,10.604731,
0.319,1.036543,6.472902,0,18.329299,15.464449,10.612299,
0.32,1.043025,6.491195,0,18.255375,15.408613,10.619837,
0.321,1.049525,6.509413,0,18.181749,15.353002,10.627345,
0.322,1.056044,6.527558,0,18.108419,15.297616,10.634822,
0.323,1.06258,6.54563,0,18.035386,15.242453,10.642269,
0.324,1.069135,6.563629,0,17.962647,15.187512,10.649686,
0.325,1.075707,6.581555,0,17.890201,15.132793,10.657073,
0.326,1.082298,6.599409,0,17.818048,15.078294,10.66443,
0.327,1.088906,6.617191,0,17.746185,15.024016,10.671758,
0.328,1.095532,6.634902,0,17.674613,14.969956,10.679056,
0.329,1.102176,6.652541,0,17.603329,14.916114,10.686325,
0.33,1.108837,6.670108,0,17.532332,14.86249,10.693564,
0.331,1.115516,6.687605,0,17.461622,14.809081,10.700774,
0.332,1.122212,6.705032,0,17.391197,14.755889,10.707955,
0.333,1.128926,6.722388,0,17.321056,14.70291,10.715107,
0.334,1.135657,6.739674,0,17.251198,14.650145,10.72223,
0.335,1.142405,6.75689,0,17.181622,14.597594,10.729325,
0.336,1.149171,6.774037,0,17.112326,14.545254,10.736391,
0.337,1.155953,6.791115,0,17.04331,14.493125,10.743428,
0.338,1.162753,6.808124,0,16.974572,14.441206,10.750437,
0.339,1.16957,6.825064,0,16.906112,14.389497,10.757418,
0.34,1.176403,6.841936,0,16.837927,14.337996,10.76437,
0.341,1.183254,6.85874,0,16.770017,14.286704,10.771295,
0.342,1.190121,6.875476,0,16.702382,14.235617,10.778192,
0.343,1.197004,6.892144,0,16.635019,14.184737,10.78506,
0.344,1.203905,6.908746,0,16.567928,14.134063,10.791902,
0.345,1.210822,6.92528,0,16.501107,14.083592,10.798715,
0.346,1.217755,6.941748,0,16.434556,14.033325,10.805501,
0.347,1.224705,6.958149,0,16.368274,13.983261,10.81226,
0.348,1.231672,6.974485,0,16.302258,13.933399,10.818991,
0.349,1.238654,6.990754,0,16.236509,13.883738,10.825695,
0.35,1.245653,7.006958,0,16.171025,13.834277,10.832373,
0.351,1.252668,7.023096,0,16.105805,13.785016,10.839023,
0.352,1.259699,7.039169,0,16.040849,13.735953,10.845646,
0.353,1.266746,7.055178,0,15.976154,13.687088,10.852243,
0.354,1.27381,7.071122,0,15.91172,13.63842,10.858813,
0.355,1.280889,7.087001,0,15.847546,13.589949,10.865357,
0.356,1.287984,7.102817,0,15.783631,13.541673,10.871874,
0.357,1.295094,7.118568,0,15.719973,13.493592,10.878365,
0.358,1.302221,7.134257,0,15.656573,13.445704,10.88483,
0.359,1.309363,7.149881,0,15.593428,13.39801,10.891269,
0.36,1.31652,7.165443,0,15.530537,13.350508,10.897681,
0.361,1.323694,7.180943,0,15.467901,13.303198,10.904068,
0.362,1.330882,7.196379,0,15.405517,13.256079,10.910429,
0.363,1.338086,7.211754,0,15.343384,13.209149,10.916765,
0.364,1.345306,7.227066,0,15.281502,13.162409,10.923075,
0.365,1.35254,7.242317,0,15.21987,13.115857,10.929359,
0.366,1.35979,7.257506,0,15.158487,13.069493,10.935618,
0.367,1.367055,7.272634,0,15.09735,13.023317,10.941852,
0.368,1.374336,7.2877,0,15.036461,12.977326,10.948061,
0.369,1.381631,7.302706,0,14.975817,12.931521,10.954245,
0.37,1.388941,7.317652,0,14.915418,12.8859,10.960403,
0.371,1.396266,7.332537,0,14.855262,12.840464,10.966537,
0.372,1.403606,7.347363,0,14.795349,12.795211,10.972647,
0.373,1.410961,7.362128,0,14.735677,12.75014,10.978731,
0.374,1.41833,7.376834,0,14.676246,12.705251,10.984791,
0.375,1.425714,7.391481,0,14.617055,12.660543,10.990827,
0.376,1.433113,7.406068,0,14.558103,12.616016,10.996838,
0.377,1.440527,7.420597,0,14.499388,12.571668,11.002825,
0.378,1.447954,7.435067,0,14.44091,12.527499,11.008788,
0.379,1.455397,7.449479,0,14.382668,12.483508,11.014726,
0.38,1.462853,7.463832,0,14.324661,12.439694,11.020641,
0.381,1.470324,7.478128,0,14.266888,12.396057,11.026532,
0.382,1.477809,7.492366,0,14.209347,12.352596,11.032399,
0.383,1.485309,7.506547,0,14.152039,12.309311,11.038243,
0.384,1.492823,7.52067,0,14.094962,12.2662,11.044063,
0.385,1.50035,7.534736,0,14.038116,12.223263,11.04986,
0.386,1.507892,7.548746,0,13.981498,12.180499,11.055633,
0.387,1.515448,7.562699,0,13.925109,12.137907,11.061383,
0.388,1.523017,7.576596,0,13.868947,12.095488,11.067109,
0.389,1.530601,7.590437,0,13.813012,12.053239,11.072813,
0.39,1.538198,7.604222,0,13.757302,12.011161,11.078493,
0.391,1.545809,7.617952,0,13.701817,11.969252,11.084151,
0.392,1.553434,7.631626,0,13.646556,11.927513,11.089786,
0.393,1.561073,7.645245,0,13.591518,11.885942,11.095398,
0.394,1.568725,7.658809,0,13.536701,11.844538,11.100987,
0.395,1.57639,7.672318,0,13.482106,11.803302,11.106554,
0.396,1.584069,7.685773,0,13.427731,11.762232,11.112099,
0.397,1.591762,7.699174,0,13.373575,11.721327,11.117621,
0.398,1.599467,7.71252,0,13.319638,11.680587,11.123121,
0.399,1.607187,7.725813,0,13.265918,11.640012,11.128598,
0.4,1.614919,7.739052,0,13.212415,11.599601,11.134054,
0.401,1.622665,7.752238,0,13.159128,11.559352,11.139487,
0.402,1.630424,7.765371,0,13.106055,11.519266,11.144899,
0.403,1.638195,7.77845,0,13.053197,11.479341,11.150289,
0.404,1.64598,7.791477,0,13.000552,11.439577,11.155657,
0.405,1.653778,7.804451,0,12.948119,11.399974,11.161003,
0.406,1.661589,7.817373,0,12.895897,11.360531,11.166328,
0.407,1.669413,7.830243,0,12.843887,11.321246,11.171632,
0.408,1.67725,7.843061,0,12.792085,11.28212,11.176914,
0.409,1.685099,7.855827,0,12.740493,11.243152,11.182174,
0.41,1.692961,7.868542,0,12.689109,11.204341,11.187414,
0.411,1.700836,7.881205,0,12.637933,11.165687,11.192632,
0.412,1.708724,7.893818,0,12.586962,11.127188,11.19783,
0.413,1.716624,7.906379,0,12.536197,11.088845,11.203006,
0.414,1.724536,7.91889,0,12.485637,11.050656,11.208161,
0.415,1.732462,7.931351,0,12.435281,11.012621,11.213296,
0.416,1.740399,7.943761,0,12.385128,10.97474,11.21841,
